allocating,3
allocation,18
allocations,2
allow,20
allowed,4
allowing,8
allows,20
alloys,1
almost,48
alone,20
along,29
alphabet,2
alphabetic,7
alphabetical,20
alphabetized,2
alphanumeric,1
alphanumerically,1
already,35
also,228
alter,4
alterations,1
altered,2
alternate,3
alternately,1
alternating,1
alternations,1
alternative,29
alternatively,1
alternatives,8
alternativesstates,1
alters,1
although,59
altmann,2
alto,2
altogether,2
always,24
amalgamating,1
amass,1
ambiguities,1
ambiguity,5
ambiguous,2
ambitious,3
ameliorate,1
ameliorated,1
amenable,2
america,7
american,100
americanbritish,1
americans,3
americas,1
ames,1
amherst,1
amid,2
ammi,1
among,117
amongst,3
amount,54
amounted,1
amounts,7
ampersands,1
ample,2
amplified,1
amplify,1
analet,1
analets,1
analogies,1
analogous,5
analogues,1
analogy,7
analyse,1
analysed,10
analysedusing,1
analyses,30
analysis,331
analysisengineering,1
analysismultiple,1
analysisso,1
analyst,5
analysts,4
analytic,3
analytical,16
analytically,1
analyze,20
analyzed,55
analyzer,1
analyzes,7
analyzing,16
anatol,1
ancestors,1
ancient,3
andersons,1
andor,10
andornot,1
angeles,1
anglia,1
anglo,10
angloamerican,1
angular,1
animal,3
animals,3
annelated,1
annotated,4
annotation,1
annotations,3
announce,1
announced,4
announcement,3
announcements,3
annual,43
annually,4
annum,1
anomie,2
anonymity,1
another,49
anothers,2
ansa,1
ansi,1
answer,46
answerback,1
answered,5
answering,7
answers,31
antecedent,1
antecedents,1
antennae,1
antennas,1
anthropological,3
anthropologists,1
anthropology,4
anti,2
antibiotics,2
anticancer,1
anticipate,2
anticipated,10
antidote,1
antineoplastic,1
antipathies,1
antipathy,1
antiquity,1
antitumor,1
antonyms,1
anubis,1
anyhow,1
anyone,6
anything,4
anyway,2
anywhere,2
apa,2
apart,2
apas,1
apathetic,1
apl,1
apology,2
aposteriori,1
app,1
apparatus,4
apparent,24
apparently,2
appeal,3
appeals,1
appear,30
appearance,8
appearances,2
appeared,23
appearing,6
appears,26
appendix,5
appendixes,2
appertaining,1
applicability,13
applicable,22
application,102
applications,41
applied,72
applies,5
apply,20
applying,18
appointed,3
appointment,2
appointments,2
appraisal,5
appraisals,2
appreciate,2
appreciated,5
appreciation,3
apprehension,2
apprenticeship,1
approach,134
approachability,1
approachable,1
approached,5
approaches,31
approaching,1
appropriate,57
appropriately,3
appropriations,1
approval,9
approved,2
approx,2
approximate,6
approximated,3
approximately,35
approximates,2
approximations,1
appurtenance,1
april,13
apt,4
aq,1
aquisitions,1
arbiter,1
arbitrarily,2
arbitrary,8
archaeology,1
archetypal,1
architect,1
architects,3
architectural,5
archival,1
archive,1
archives,10
archivists,2
ardrey,1
ardreys,1
arduous,1
area,88
areas,88
arena,1
arestandard,1
argue,6
argued,12
argues,1
argument,7
argumented,1
arguments,8
arise,11
arisen,4
arises,3
arising,8
arist,5
arithmetic,1
arl,1
armed,1
army,7
arose,7
around,11
arouse,2
aroused,1
arrange,2
arranged,12
arrangement,24
arrangements,7
arranging,7
array,6
arrays,1
arrearages,1
arrival,2
arrive,5
arrived,2
arriving,1
arrogant,1
arsenal,2
art,24
artful,1
article,101
articles,123
articulated,7
articulating,1
articulation,3
artificial,2
artificially,1
artist,1
arts,6
ary,1
asca,10
ascending,1
ascertain,5
ascertained,2
ascertaining,2
ascribe,1
ascribed,1
asheim,1
asia,1
aside,1
asidic,5
asimov,1
asis,2
ask,8
asked,19
asking,6
aslib,14
aslibs,1
aspect,20
aspects,96
aspiration,1
aspire,1
assassin,2
assault,1
assaulted,1
assemble,1
assembled,2
assemblers,1
assembling,4
assembly,3
asserted,1
assertion,3
assertions,7
asserts,1
assess,8
assessed,10
assessing,14
assessment,15
assessments,10
asset,1
assign,6
assignable,1
assigned,20
assigning,2
assignment,10
assignments,3
assigns,4
assimilated,1
assimilation,4
assist,11
assistance,19
assistant,1
assistants,1
assisted,12
assisting,4
assists,2
associated,50
associates,4
association,66
associations,30
associative,3
assume,12
assumed,20
assumes,5
assuming,8
assumption,8
assumptions,23
assurance,1
assures,1
assuring,1
asterisk,1
astonishing,2
astride,1
astronomical,4
astronomy,4
asymmetric,1
athenaeum,1
atheneum,2
atherton,3
atlantic,3
atlis,1
atmosphere,1
atom,17
atomic,3
atoms,10
atop,1
attached,5
attack,1
attacked,1
attacks,2
attain,2
attainable,1
attained,4
attaining,1
attainment,2
attempt,77
attempted,16
attempting,9
attempts,35
attendance,2
attended,2
attention,69
attenuation,1
attest,2
attested,1
attitude,9
attitudes,28
attract,1
attracted,3
attractions,1
attractive,3
attributable,2
attributed,3
attributes,4
attributing,1
attribution,1
audience,9
audiences,3
audio,2
audiovisual,4
augment,3
augmentation,1
augmented,3
augmenting,1
august,2
aural,1
aurelio,1
auspices,6
austere,1
austerity,1
austins,1
australia,1
author,116
authoritarian,2
authoritative,1
authorities,1
authority,5
authorization,1
authorized,3
authors,74
authorship,11
auto,3
autobiographical,1
automata,10
automate,1
automated,49
automatic,164
automatically,28
automating,2
automation,50
automatisierte,1
automatize,2
automatized,1
automaton,3
autonomous,2
autumn,1
auxiliaries,1
auxiliary,5
avail,1
availability,24
available,123
avalanche,3
avant,1
avenues,1
average,45
averaged,1
avocation,1
avocational,1
avoid,8
avoidance,4
avoided,3
avoids,3
await,1
awaiting,1
award,1
awarded,1
awards,5
aware,23
awareness,57
awarenessthe,1
away,5
awesome,1
awkward,1
axiomatic,2
b,26
ba,3
babel,1
baboons,4
babylon,1
back,16
backbone,1
backdrop,1
backed,2
backfile,1
background,35
backgrounds,4
backlog,1
backlogs,1
backruns,1
backtracking,1
backup,1
backward,1
badly,1
bailiwick,1
balance,2
balances,2
balancing,1
balking,1
ballast,1
ballet,1
ballots,2
band,3
bands,1
bandwagon,1
bandwidth,2
banfield,1
bank,3
banks,5
bar,3
bare,1
barely,1
barr,1
barrier,4
barriers,5
base,108
based,239
baseline,1
bases,112
basic,141
basically,5
basics,1
basis,103
batch,11
batched,2
bath,3
batten,1
battle,2
bayes,2
bayesian,4
bc,1
beach,1
beaches,1
beacon,1
bear,1
bearing,8
bears,2
became,20
beckman,1
become,62
becomes,19
becoming,22
bed,2
beds,1
bees,1
befoff,1
beg,1
began,19
begin,8
beginners,1
beginning,16
beginnings,6
begins,7
begun,10
behave,1
behavior,52
behavioral,26
behaviorism,4
behaviorist,1
behavioristic,1
behaviour,9
behind,9
beings,4
belated,1
belie,1
belief,5
beliefs,1
believe,20
believed,9
believes,5
bell,3
belles,1
bellrel,2
belong,6
belonging,3
belongs,2
ben,1
benchmark,1
bendix,1
beneath,1
beneficial,5
beneficiaries,1
beneficiary,1
benefit,14
benefited,1
benefits,18
benjamin,1
bennetts,1
benzenoid,1
benzol,1
berelson,1
berkeley,3
bernal,1
bertalanffy,1
besides,6
best,47
betaine,1
better,55
beverly,1
bewildering,2
beyond,18
bi,1
bias,2
bibcon,2
bibles,1
bibliograhic,1
bibliograph,1
bibliographer,5
bibliographers,8
bibliographic,175
bibliographical,39
bibliographics,1
bibliographie,1
bibliographies,23
bibliography,60
bibliometric,4
bibliometrics,2
bibliothekswissenschaft,1
bibliotheques,1
bibliotherapy,1
big,6
biggest,3
bigot,1
bilateral,1
bilbiographic,1
bilingual,1
billion,2
billions,1
bimodal,1
bimonthly,1
binary,1
bind,1
bindery,4
binding,2
bindings,1
bio,5
biochemical,7
biochemistry,6
biographical,1
biographies,2
biography,1
biological,32
biologist,1
biologists,1
biology,14
biomedical,47
biomedicine,1
biophysics,1
bioreseach,1
bioresearch,1
biosciences,3
biosis,9
biphenyl,1
bipolar,1
bird,2
birds,1
birkhoff,1
birmingham,2
birth,3
bit,11
bits,4
biweekly,1
black,5
blank,1
blanket,1
blasingame,1
blcmp,1
blended,1
blindly,2
bliss,1
blitz,1
bll,1
blld,2
block,1
blocks,2
blueprints,1
bml,1
bna,1
bnb,5
bnbs,2
board,2
boards,2
boast,1
boat,1
bochum,1
bodies,7
bodley,1
bodleys,1
body,18
boeing,1
bohnert,1
bold,2
bond,6
bonds,4
book,367
bookbinders,1
bookbinding,1
bookkeeping,2
books,182
bookshelf,1
bookstacks,3
bookstock,3
boolean,14
boom,4
boon,1
border,2
borders,1
borel,1
born,1
borne,2
borrow,3
borrowed,10
borrower,1
borrowers,6
borrowing,6
bossuat,1
boston,4
botany,1
bothered,1
bottomless,2
bought,1
boulder,2
boulding,1
bound,6
boundaries,7
boundary,1
bounded,3
bounds,4
bourne,1
bowker,1
bowls,1
box,3
boys,1
bpr,2
brace,1
brackets,1
bradfod,1
bradfods,1
bradford,34
bradfords,13
brain,4
brains,1
branch,9
branches,9
brandhorst,1
brandon,1
brash,1
brass,1
brazil,1
breadth,10
break,4
breakdown,2
breakdowns,1
breaking,4
breaks,1
breakthrough,2
breakthroughs,2
breathe,1
brhavior,1
brian,1
bridge,4
bridging,2
brief,21
briefly,35
bring,17
bringing,6
brings,8
bristol,1
britain,8
britannica,2
britian,1
british,34
broad,42
broaden,1
broadened,3
broadening,3
broader,11
broadest,4
broadly,1
broken,2
broker,2
brokers,1
bromidic,1
brookes,3
brookess,1
brought,23
brown,2
browsability,1
browse,2
browser,1
browsing,6
brushstrokes,1
brussels,1
bryce,1
bscp,1
bsis,1
bu,1
bubble,1
buckland,1
budget,23
budgetary,1
budgeted,1
budgeting,18
budgets,10
buffer,1
build,7
builders,1
building,26
buildings,12
built,12
bulk,3
bulky,1
bull,1
bulletin,4
bulletins,5
burden,2
bureau,6
bureaucracies,1
bureaucracy,2
bureaucratic,3
buried,1
burton,2
bush,2
business,34
busy,3
butterwick,1
buy,6
buyers,1
buying,1
bx,1
bxln1,1
bypassing,1
byproduct,1
bytes,2
c,20
ca,34
cab,2
cabinets,1
cable,13
cac,3
cadre,1
caisf,3
calbpc,3
calcium,1
calculate,5
calculated,6
calculates,4
calculating,1
calculations,7
calculus,2
calendar,1
calgary,1
calibre,2
california,11
call,15
called,59
calling,2
calls,4
calm,1
cambridge,6
came,8
camera,1
camp,1
campaigned,1
camps,1
campus,12
campuses,1
canada,5
canadas,1
canadian,6
canalized,1
canceled,1
cancellation,1
cancelled,4
candi,1
candidate,1
cannot,24
canonical,4
cansdi,2
capabilities,23
capability,24
capable,11
capacities,1
capacity,14
cape,1
capital,4
capitalization,1
capitalize,1
capitalizing,1
capture,1
captures,1
carbocyclic,1
carbon,5
card,50
cardinal,1
cardiovascular,6
cards,33
cardslabels,1
care,11
career,12
careers,6
careful,11
carefully,6
careless,1
caring,1
carl,2
carlson,1
carnegie,3
carnot,2
carol,1
carpentier,1
carriage,1
carried,49
carrier,1
carriers,2
carry,7
carrying,6
cartridges,2
cas,26
case,76
cases,37
cassettes,2
cast,3
caste,1
casual,3
catalog,155
cataloged,1
cataloger,2
catalogers,3
cataloging,102
catalogs,47
catalogue,34
catalogues,18
cataloguing,46
cataloque,1
cataoguing,1
categoric,1
categorical,1
categorically,1
categories,52
categorization,1
categorized,1
category,14
cater,1
catered,1
cathedral,1
cathode,3
catv,1
caught,1
causal,1
causation,1
cause,12
caused,6
causes,11
causing,2
caution,3
cautious,1
cautiously,1
cavorting,1
cbac,4
cbacand,1
cbas,1
cc,1
cdc,1
ce,1
cease,2
ceased,3
cell,4
cells,2
cellulosic,1
censorship,6
census,3
cent,22
centennial,1
center,75
centered,5
centers,63
centerss,1
central,35
centralization,3
centralized,12
centrally,4
centre,8
centres,6
cents,1
centuries,2
century,32
cerebral,1
certain,88
certainly,17
certainty,1
certificates,1
certification,1
cessation,1
ceylon,1
chain,6
chained,1
chains,5
chair,1
chairman,4
chairmanship,1
chairs,1
challenge,9
challenges,7
challenging,2
championed,1
chance,6
chances,2
change,72
changed,11
changes,73
changing,21
channel,12
channels,16
chaos,2
chaotic,1
chaotically,1
chapter,56
chapters,40
character,31
characterising,2
characteristcs,1
characteristic,18
characteristics,95
characterization,5
characterizations,2
characterize,3
characterized,16
characterizes,1
characterizing,4
characters,10
charettes,1
charge,9
charged,10
charges,9
charging,2
charles,3
chart,4
charts,4
chasing,1
check,6
checked,9
checking,5
checklist,1
checkout,1
cheerfully,1
cheering,1
chelate,1
chelates,1
chem7071,1
chemcon,2
chemical,209
chemically,1
chemicals,1
chemicus,6
chemique,1
chemist,9
chemistry,40
chemists,26
chens,1
chernyi,1
chess,1
chicago,7
chief,11
chiefly,4
children,4
childrens,1
childs,2
china,1
chinese,1
chiral,3
chitwood,1
choice,31
choices,7
chomsky,1
choose,4
chooses,3
choosing,10
chose,4
chosen,23
christian,1
chronicle,1
chronicles,2
chronological,1
chronologically,1
cics,1
cincinnati,1
cip,1
cipher,3
ciphers,3
circle,4
circles,2
circuitry,3
circuits,1
circular,1
circularized,1
circulate,1
circulated,4
circulates,1
circulating,3
circulation,64
circulations,2
circumscribed,1
circumspect,1
circumstances,8
cit,1
citation,131
citations,96
cite,2
citeable,1
cited,51
cites,2
cities,7
citing,14
citings,2
citizen,5
citizens,3
city,11
civic,3
civil,4
civilian,2
civilization,9
civilized,1
cj,1
claim,8
claimed,6
claims,7
clamps,1
clan,1
clanfield,1
clapp,2
clarification,3
clarified,1
clarifies,1
clarify,8
clarifying,1
clarion,1
clarity,2
clasfy,2
clash,2
class,42
classed,5
classes,32
classic,3
classical,7
classification,237
classificational,1
classifications,30
classificatory,7
classified,27
classifier,2
classifiers,3
classifies,1
classify,5
classifying,15
classing,2
classroom,1
classrooms,1
clause,1
clay,1
clean,2
cleaning,1
clear,31
clearer,1
clearinghouses,1
clearly,23
clemans,1
clerical,2
cleveland,1
cleverdons,1
client,3
clientele,4
clienteles,1
clients,4
cliffs,1
climate,3
climates,1
climbing,1
clinic,1
clinical,6
clinically,1
clinician,3
clinicians,1
clip,1
cliques,1
close,14
closed,4
closely,21
closeness,4
closer,3
closes,1
closest,4
closure,1
clr,1
club,1
clue,6
clues,7
clump,4
clumps,2
cluster,10
clustered,2
clustering,16
clusters,20
cnic,1
co,48
coaches,1
coast,2
coates,1
coauthors,1
cobol,3
code,47
codebooks,1
coded,6
codes,29
codifier,1
coding,29
coefficient,1
coefficients,1
coffin,1
cognate,3
cognition,1
cognitive,4
coherence,1
coherency,1
coherent,7
cohesion,2
cohesive,2
cohesiveness,1
cohort,1
coincide,1
coincided,1
coincidence,1
coincides,1
coined,1
coining,1
cole,1
coler,1
collaborate,4
collaborating,2
collaboration,7
collaborative,6
collaborators,2
collapse,2
collated,1
collating,1
collation,2
colleague,3
colleagues,14
collect,3
collected,29
collecting,8
collection,140
collections,74
collective,6
collectively,3
collectors,1
college,75
colleges,15
collegiate,5
collins,1
colombia,1
colombo,1
colon,2
colony,1
color,4
colorado,6
colored,1
columbia,12
columbus,1
column,2
columned,1
columns,3
com,9
combination,16
combinations,11
combinative,1
combinatorial,1
combine,9
combined,15
combining,6
come,23
comes,3
comfortably,1
coming,11
comma,2
command,4
commences,1
commend,1
commended,1
commensurate,1
comment,6
commentaries,1
commentary,2
commented,5
comments,11
commercial,11
commercialization,2
commercialized,1
commercially,8
commission,7
commissioned,1
commissions,1
commitment,2
commitments,1
commits,1
committed,5
committedly,1
committee,36
committees,5
commmercial,1
commodating,1
commodities,1
commodity,6
common,47
commonality,1
commonly,13
commonness,1
commonplace,1
commonwealth,3
communicate,6
communicated,4
communicating,5
communication,184
communications,35
communicator,1
communities,13
community,64
compact,7
compacting,1
compaction,2
compactness,2
companies,2
companion,2
company,9
comparability,3
comparabilty,1
comparable,11
comparative,45
comparatively,5
compare,21
compared,51
compares,4
comparing,20
comparision,1
comparison,44
comparisonformat,1
comparisons,28
comparizes,1
compass,3
compatibility,2
compatible,4
compendex,6
compensation,1
compete,2
competence,3
competencies,1
competent,3
competing,3
competition,5
competitive,4
competitiveness,1
competitors,1
compilation,19
compilations,3
compile,2
compiled,13
compiler,3
compilers,1
compiling,4
complaints,1
complement,4
complementary,6
complementation,1
complemented,2
complements,2
complete,44
completed,16
completely,19
completeness,9
completion,1
complex,36
complexities,4
complexity,21
complicated,7
complications,2
component,13
components,27
composed,4
composing,1
composite,6
composition,5
compound,21
compounded,1
compounds,41
comprehend,4
comprehender,2
comprehending,1
comprehends,2
comprehension,2
comprehensive,36
comprehensively,1
comprehensiveness,5
compress,1
compressed,4
compressing,1
compression,19
comprise,3
comprises,6
comprising,2
compromise,1
compromised,2
computable,1
computation,11
computational,11
computationally,2
computations,3
compute,3
computed,3
computeerized,1
computer,339
computeraided,1
computerization,5
computerize,1
computerized,48
computerizing,2
computerlibrary,1
computerlike,1
computers,53
computes,2
computing,7
concatenate,1
concatenated,1
concatenation,2
conceive,2
conceived,8
concentrate,4
concentrated,7
concentrates,2
concentrating,3
concentration,5
concept,115
conception,13
conceptions,4
concepts,96
conceptual,23
conceptualization,3
conceptualizations,1
conceptualized,3
conceptually,1
concern,47
concerned,90
concerning,38
concerns,17
concerted,5
concessions,1
concise,5
concisely,1
conclude,9
concluded,16
concludes,9
concluding,2
conclusion,14
conclusions,41
conclusive,1
concomitant,2
concomitantly,1
concordance,2
concrete,4
concurrently,4
condensate,1
condensates,25
condensatesmany,1
condensation,4
condensations,1
condensed,4
condition,5
conditional,1
conditions,40
conducive,1
conduct,12
conducted,51
conducting,6
confabulation,1
confer,2
conference,34
conferences,1
conferral,1
confidence,2
confident,1
configuration,1
configurations,4
confined,3
confines,1
confirm,2
confirmation,1
confirmed,3
confirms,1
conflagration,1
conflict,8
conflicting,3
conflicts,3
conform,2
conformational,1
conforming,2
conformity,2
conforms,1
confound,1
confounding,1
confront,1
confrontation,2
confronted,4
confronting,3
confuse,1
confused,3
confusing,2
confusion,3
congress,46
congressional,1
congressmen,1
congruence,1
conjecture,2
conjectures,1
conjugate,2
conjunction,11
conjunctions,2
connected,19
connectedness,1
connecticut,1
connecting,3
connection,20
connections,8
connectives,3
connectivity,4
connector,1
cons,1
conscientious,1
conscious,4
consciously,3
consciousness,2
consensual,1
consensus,5
consequence,10
consequences,11
consequent,4
consequently,13
conser,4
conservancy,1
conservation,2
conservatism,1
conservative,2
conservators,1
conserve,1
conserving,1
consider,22
considerable,35
considerably,12
consideration,35
considerations,23
considered,110
considering,11
considers,25
consign,1
consist,7
consisted,3
consistency,26
consistent,16
consistently,6
consisting,10
consists,17
consoles,2
consolidate,1
consolidated,1
consortia,1
constancy,1
constant,18
constantly,7
constants,2
constituent,2
constituents,3
constitute,8
constituted,2
constitutes,8
constituting,1
constitutional,1
constitutionally,3
constrained,4
constraints,8
constriction,2
construct,16
constructed,21
constructing,4
construction,40
constructive,4
constructs,1
consult,2
consultant,1
consultants,10
consultantsit,1
consultation,4
consultations,1
consulted,6
consulting,4
consumatory,2
consume,1
consumer,1
consumers,2
consumes,1
consuming,4
consumingand,1
consumption,1
contact,8
contacts,2
contain,14
contained,26
containing,22
contains,24
contemplated,1
contemplation,1
contemporary,18
contend,1
contends,2
content,67
contentin,1
contention,3
contents,20
contests,1
context,54
contextual,2
contiguous,1
continental,1
contingencies,1
contingency,1
contingent,1
continually,3
continuation,4
continue,13
continued,6
continues,14
continuing,26
continuities,2
continuity,2
continuous,13
continuously,4
continuum,2
contours,2
contract,7
contraction,1
contractors,1
contradictions,2
contrary,3
contrast,11
contrasted,5
contrasting,1
contrasts,1
contribute,12
contributed,5
contributes,3
contributing,4
contribution,20
contributions,27
contributors,2
control,101
controlled,21
controlling,7
controls,5
controversial,6
controversies,2
controversy,6
convene,1
convened,1
convenience,4
convenient,8
conveniently,1
convention,2
conventional,31
conventionally,4
conventions,6
convergence,1
conversant,1
conversation,2
conversational,1
conversations,1
converse,2
conversely,2
converses,1
